epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,62193.6,0.00728,0.60267,1.31739,0.8245,0.85084,0.90161,0.61484,0.00908,0.68865,1.45038,0.00109,0.00109,0.00109
92,62793.5,0.00712,0.5812,1.30156,0.83043,0.84436,0.90179,0.6189,0.00902,0.68523,1.44527,0.000991,0.000991,0.000991
93,63428.7,0.00701,0.5645,1.28511,0.83737,0.843,0.90286,0.622,0.00896,0.68104,1.43989,0.000892,0.000892,0.000892
94,64068.7,0.00693,0.54946,1.27652,0.83615,0.84399,0.90156,0.62438,0.00891,0.67677,1.43507,0.000793,0.000793,0.000793
95,64755.3,0.00688,0.54697,1.27017,0.83758,0.84768,0.90139,0.62616,0.00886,0.67289,1.43025,0.000694,0.000694,0.000694
96,65431.3,0.00678,0.54394,1.26109,0.8339,0.85264,0.9026,0.6302,0.00881,0.66894,1.42622,0.000595,0.000595,0.000595
97,66048.6,0.00672,0.5257,1.25099,0.83771,0.8526,0.90314,0.63145,0.00877,0.66549,1.42241,0.000496,0.000496,0.000496
98,66683.6,0.00668,0.51743,1.24591,0.83839,0.85179,0.90473,0.63421,0.00873,0.66258,1.419,0.000397,0.000397,0.000397
99,67377.1,0.00662,0.50895,1.24016,0.80448,0.87927,0.90611,0.63661,0.0087,0.65972,1.41617,0.000298,0.000298,0.000298
100,68015.5,0.00657,0.50573,1.23946,0.83774,0.85691,0.90704,0.63687,0.00867,0.65732,1.41368,0.000199,0.000199,0.000199
