epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,47397.3,0.00856,1.15019,1.46484,0.82429,0.85987,0.91108,0.64243,0.00851,0.70746,1.46267,0.0036145,0.0036145,0.0036145
131,47786.5,0.00847,1.11807,1.45671,0.81704,0.86333,0.91164,0.64278,0.0085,0.70684,1.4619,0.003565,0.003565,0.003565
132,48141.6,0.00849,1.13148,1.45939,0.8191,0.86101,0.91113,0.6426,0.00849,0.70529,1.46137,0.0035155,0.0035155,0.0035155
133,48526.2,0.00843,1.1072,1.45166,0.83051,0.85064,0.91114,0.64337,0.00849,0.70425,1.46057,0.003466,0.003466,0.003466
134,48883.6,0.00847,1.13318,1.45797,0.82102,0.86091,0.91097,0.64389,0.00848,0.70288,1.46039,0.0034165,0.0034165,0.0034165
135,49264.7,0.00844,1.11969,1.45572,0.83001,0.85103,0.91151,0.64421,0.00848,0.70194,1.46009,0.003367,0.003367,0.003367
136,49614.9,0.00839,1.11023,1.45363,0.82962,0.856,0.91139,0.64459,0.00847,0.70107,1.45972,0.0033175,0.0033175,0.0033175
137,49995,0.00838,1.10866,1.44856,0.82881,0.85731,0.91164,0.64427,0.00847,0.70065,1.45947,0.003268,0.003268,0.003268
138,50348.4,0.00833,1.09283,1.4445,0.82914,0.85757,0.91167,0.64474,0.00846,0.69986,1.45912,0.0032185,0.0032185,0.0032185
139,50728.9,0.00834,1.10325,1.4449,0.8288,0.85786,0.91168,0.64547,0.00846,0.69897,1.45883,0.003169,0.003169,0.003169
140,51084,0.0084,1.10346,1.45094,0.82683,0.86162,0.91281,0.6468,0.00845,0.69799,1.45851,0.0031195,0.0031195,0.0031195
141,51461.1,0.00836,1.10651,1.44778,0.82729,0.86282,0.91297,0.64796,0.00845,0.69736,1.45849,0.00307,0.00307,0.00307
142,51818.3,0.00835,1.09155,1.44733,0.82798,0.86181,0.91261,0.64751,0.00845,0.69646,1.45823,0.0030205,0.0030205,0.0030205
143,52195.9,0.00833,1.08728,1.44107,0.82788,0.86348,0.91304,0.64839,0.00844,0.69579,1.458,0.002971,0.002971,0.002971
144,52558.9,0.00834,1.07884,1.44259,0.8274,0.86395,0.91273,0.64878,0.00844,0.69496,1.45738,0.0029215,0.0029215,0.0029215
145,52938.5,0.00826,1.07937,1.43354,0.83069,0.86131,0.91229,0.64858,0.00843,0.69414,1.45702,0.002872,0.002872,0.002872
146,53302.9,0.00824,1.0762,1.43512,0.83682,0.85865,0.9136,0.64933,0.00843,0.69354,1.45652,0.0028225,0.0028225,0.0028225
147,53680.6,0.00828,1.07838,1.43949,0.83912,0.85941,0.91415,0.6494,0.00842,0.6924,1.45643,0.002773,0.002773,0.002773
148,54046.4,0.00823,1.06646,1.43266,0.83963,0.85869,0.91376,0.64978,0.00842,0.69193,1.45601,0.0027235,0.0027235,0.0027235
149,54418.1,0.00827,1.07086,1.43238,0.84006,0.85894,0.91376,0.64972,0.00841,0.69111,1.45558,0.002674,0.002674,0.002674
150,54791.4,0.00831,1.09119,1.43964,0.83864,0.86081,0.91451,0.65032,0.00841,0.69035,1.45513,0.0026245,0.0026245,0.0026245
151,55161.8,0.00819,1.06461,1.42978,0.83776,0.86324,0.91385,0.64966,0.0084,0.68943,1.4544,0.002575,0.002575,0.002575
152,55567.4,0.00817,1.05556,1.42709,0.83893,0.86315,0.91455,0.65041,0.0084,0.68848,1.45407,0.0025255,0.0025255,0.0025255
153,55942.6,0.00815,1.06027,1.42595,0.83522,0.86352,0.91366,0.65044,0.00839,0.68749,1.45371,0.002476,0.002476,0.002476
154,56349.9,0.00818,1.05038,1.42643,0.8348,0.86399,0.91349,0.65164,0.00839,0.68669,1.45324,0.0024265,0.0024265,0.0024265
155,56729,0.00817,1.06098,1.42647,0.8347,0.8647,0.91479,0.65225,0.00839,0.68563,1.453,0.002377,0.002377,0.002377
156,57105.8,0.00813,1.04064,1.4234,0.83549,0.86428,0.91505,0.65327,0.00838,0.68479,1.45277,0.0023275,0.0023275,0.0023275
157,57480.8,0.00815,1.04338,1.42961,0.83554,0.86376,0.91523,0.65295,0.00838,0.68364,1.45253,0.002278,0.002278,0.002278
158,57889.2,0.00817,1.05719,1.43015,0.83511,0.86434,0.91455,0.65257,0.00837,0.68298,1.45232,0.0022285,0.0022285,0.0022285
